# H99_CNYTCNYT_counts.txt
# Counts of Ssd1-binding motif CNYTCNYT in Cryptococcus neoformans H99 messenger RNAs
# mRNA sequences taken from Wallace, Maufrais, et al 2020, https://doi.org/10.5281/zenodo.3627875
# Edward Wallace, Edward.Wallace@ed.ac.uk, 2024
#
# Columns
#   id:          Gene id, CNAG_00001 etc.
#   count_5UTR:  CNYTCNYT counts in annotated 5'UTR
#   length_5UTR: length in nt of annotated 5'UTR
#   count_CDS:   CNYTCNYT counts in annotated coding sequence (CDS)
#   length_CDS: length in nt of annotated CDS
#   count_3UTR:  CNYTCNYT counts in annotated 3'UTR
#   length_3UTR: length in nt of annotated 3'UTR
#   count_mRNA:  CNYTCNYT counts in annotated 5'UTR = count_5UTR + count_CDS + count_mRNA
#   length_mRNA: length in nt of annotated mRNA = length_5UTR + length_CDS + length_3UTR
#
id	count_5UTR	length_5UTR	count_CDS	length_CDS	count_3UTR	length_3UTR	count_mRNA	length_mRNA
CNAG_03748	3	220	17	7836	0	97	20	8153
CNAG_03751	0	192	1	1872	0	88	1	2152
CNAG_03752	0	27	6	1995	0	595	6	2617
CNAG_03753	0	81	0	822	0	95	0	998
CNAG_03754	0	170	3	759	0	133	3	1062
CNAG_03755	0	82	2	1071	0	155	2	1308
CNAG_03756	0	53	3	3759	0	116	3	3928
CNAG_03759	2	226	0	270	0	155	2	651
CNAG_03760	0	110	4	2598	1	66	5	2774
CNAG_03761	1	60	6	3201	0	100	7	3361
CNAG_03762	1	68	4	2727	0	91	5	2886
CNAG_03763	3	189	5	6168	0	266	8	6623
CNAG_03764	0	168	1	789	0	210	1	1167
CNAG_03765	2	200	3	2964	0	156	5	3320
CNAG_03766	1	153	0	687	0	82	1	922
CNAG_03767	2	117	1	3711	1	93	4	3921
CNAG_03768	2	291	7	2973	0	236	9	3500
CNAG_03769	1	298	3	1467	0	241	4	2006
CNAG_03770	0	92	1	273	0	75	1	440
CNAG_03771	0	584	0	1662	1	210	1	2456
CNAG_03772	1	175	4	1656	0	92	5	1923
CNAG_03775	0	143	0	2595	1	488	1	3226
CNAG_03776	0	42	5	1599	0	102	5	1743
CNAG_03777	0	63	4	1632	0	53	4	1748
CNAG_03779	0	49	2	1224	0	46	2	1319
CNAG_03780	0	19	1	423	0	256	1	698
CNAG_03781	0	261	6	2703	0	136	6	3100
CNAG_03782	0	65	6	576	0	185	6	826
CNAG_03783	1	499	0	1278	0	38	1	1815
CNAG_03784	1	367	4	1878	0	71	5	2316
CNAG_03785	1	390	4	2628	0	128	5	3146
CNAG_03786	0	512	1	1281	0	48	1	1841
CNAG_03787	4	187	3	1347	0	205	7	1739
CNAG_03788	0	409	1	1353	1	193	2	1955
CNAG_03789	1	93	3	738	1	107	5	938
CNAG_03790	1	64	3	1188	0	362	4	1614
CNAG_03791	1	165	8	3291	0	132	9	3588
CNAG_03792	0	32	2	1533	0	63	2	1628
CNAG_03793	0	95	0	309	0	43	0	447
CNAG_03794	0	27	2	1212	1	222	3	1461
CNAG_03795	0	41	1	1239	0	93	1	1373
CNAG_03796	8	1464	2	1095	0	60	10	2619
CNAG_03797	0	17	0	540	1	187	1	744
CNAG_03805	0	116	2	1212	0	32	2	1360
CNAG_03806	2	107	0	1260	0	99	2	1466
CNAG_03807	0	0	0	867	0	86	0	953
CNAG_03808	0	181	2	1716	0	167	2	2064
CNAG_03809	0	41	2	1971	0	355	2	2367
CNAG_03810	0	34	0	492	0	330	0	856
CNAG_03811	0	412	0	1455	0	283	0	2150
CNAG_03812	0	138	2	1233	0	90	2	1461
CNAG_03813	0	165	0	327	0	145	0	637
CNAG_03814	0	101	0	336	0	164	0	601
CNAG_03815	0	224	1	1143	0	207	1	1574
CNAG_03816	0	104	1	711	0	44	1	859
CNAG_03817	0	59	0	927	0	72	0	1058
CNAG_03818	0	95	6	3885	1	168	7	4148
CNAG_03819	2	63	0	1032	2	161	4	1256
CNAG_03820	0	42	4	2796	0	102	4	2940
CNAG_03821	1	83	4	2643	1	355	6	3081
CNAG_03822	1	202	2	1002	0	28	3	1232
CNAG_03823	1	143	1	327	0	61	2	531
CNAG_03824	1	123	1	978	1	187	3	1288
CNAG_03825	0	743	0	651	0	180	0	1574
CNAG_03826	2	172	4	1695	0	231	6	2098
CNAG_03827	0	61	3	2949	2	260	5	3270
CNAG_03828	0	18	4	1572	0	199	4	1789
CNAG_03829	1	176	3	1359	0	67	4	1602
CNAG_03830	0	90	1	912	0	125	1	1127
CNAG_03831	0	0	2	537	0	0	2	537
CNAG_03832	1	125	3	1155	0	43	4	1323
CNAG_03833	0	112	2	1257	0	0	2	1369
CNAG_03834	2	261	5	1041	0	147	7	1449
CNAG_03835	0	50	0	339	0	161	0	550
CNAG_03836	1	731	1	2070	0	147	2	2948
CNAG_03837	0	52	1	711	0	190	1	953
CNAG_03838	5	588	4	1698	0	186	9	2472
CNAG_03839	0	81	6	2619	0	145	6	2845
CNAG_03840	0	70	1	996	1	202	2	1268
CNAG_03841	0	407	1	2586	5	347	6	3340
CNAG_03842	1	429	2	2013	0	31	3	2473
CNAG_03843	0	44	3	3504	0	130	3	3678
CNAG_03844	0	28	6	2355	0	182	6	2565
CNAG_03845	0	172	3	1755	0	124	3	2051
CNAG_03846	0	100	5	1944	0	113	5	2157
CNAG_03847	0	38	0	747	0	212	0	997
CNAG_03848	0	333	1	1239	0	143	1	1715
CNAG_03849	1	451	3	2829	1	183	5	3463
CNAG_03850	0	142	4	2646	0	111	4	2899
CNAG_03851	0	55	2	1656	0	0	2	1711
CNAG_03852	0	46	0	978	0	135	0	1159
CNAG_03853	0	72	0	570	0	196	0	838
CNAG_03854	0	132	3	1539	0	55	3	1726
CNAG_03855	0	106	3	1269	0	470	3	1845
CNAG_03856	2	361	2	1257	0	286	4	1904
CNAG_03857	4	125	2	762	0	160	6	1047
CNAG_03858	0	222	1	921	0	181	1	1324
CNAG_03859	2	377	3	2325	0	323	5	3025
CNAG_03861	1	124	1	429	0	48	2	601
CNAG_03863	0	122	4	1029	0	143	4	1294
CNAG_03864	1	54	3	1461	1	236	5	1751
CNAG_03865	0	105	1	1140	0	108	1	1353
CNAG_03866	1	216	4	1575	1	262	6	2053
CNAG_03867	1	308	1	615	0	183	2	1106
CNAG_03868	0	99	0	915	5	1377	5	2391
CNAG_03869	1	111	0	609	2	734	3	1454
CNAG_03870	0	67	0	1608	0	97	0	1772
CNAG_03871	1	247	2	465	0	86	3	798
CNAG_03872	0	115	5	2868	0	170	5	3153
CNAG_03873	0	98	0	582	0	160	0	840
CNAG_03874	1	314	6	1488	1	334	8	2136
CNAG_03875	0	193	4	1164	0	122	4	1479
CNAG_03876	9	1681	0	570	2	348	11	2599
CNAG_03877	0	404	2	1161	0	277	2	1842
CNAG_03878	0	113	1	1329	0	74	1	1516
CNAG_03881	0	100	3	2313	0	153	3	2566
CNAG_03882	0	268	3	1128	1	325	4	1721
CNAG_03883	1	259	1	678	1	281	3	1218
CNAG_03884	2	465	6	3702	0	173	8	4340
CNAG_03885	0	17	1	714	1	293	2	1024
CNAG_03886	0	123	9	2304	0	85	9	2512
CNAG_03887	0	120	0	600	0	205	0	925
CNAG_03888	0	48	5	3447	0	36	5	3531
CNAG_03889	2	369	4	1863	1	162	7	2394
CNAG_03890	0	60	4	1350	0	65	4	1475
CNAG_03891	0	44	3	1746	0	145	3	1935
CNAG_03892	1	60	1	318	0	172	2	550
CNAG_03893	0	116	5	2646	0	185	5	2947
CNAG_03894	1	503	3	2199	0	216	4	2918
CNAG_03896	2	1525	0	369	0	569	2	2463
CNAG_03897	0	79	2	888	0	66	2	1033
CNAG_03898	1	115	1	819	0	28	2	962
CNAG_03899	0	41	2	2697	0	48	2	2786
CNAG_03900	0	46	1	882	0	67	1	995
CNAG_03901	1	94	4	1593	0	187	5	1874
CNAG_03902	0	119	3	1845	1	259	4	2223
CNAG_03903	2	362	6	4356	0	136	8	4854
CNAG_03904	0	62	0	1245	1	638	1	1945
CNAG_03905	0	67	0	468	0	123	0	658
CNAG_03906	0	78	0	894	1	93	1	1065
CNAG_03907	3	950	4	2133	0	213	7	3296
CNAG_03908	0	267	2	1869	0	63	2	2199
CNAG_03909	0	210	1	1620	0	119	1	1949
CNAG_03910	2	365	2	2037	0	134	4	2536
CNAG_03911	1	617	2	2682	5	1032	8	4331
CNAG_03912	1	527	2	1263	0	119	3	1909
CNAG_03913	0	197	1	969	0	79	1	1245
CNAG_03914	1	308	3	2505	0	219	4	3032
CNAG_03915	0	77	5	1818	0	131	5	2026
CNAG_03916	2	82	2	1671	0	154	4	1907
CNAG_03917	0	65	3	2478	0	63	3	2606
CNAG_03918	0	146	11	3867	0	167	11	4180
CNAG_03919	0	45	1	495	0	76	1	616
CNAG_03920	2	88	1	1350	0	124	3	1562
CNAG_03921	0	60	7	2178	0	41	7	2279
CNAG_03922	0	274	2	891	0	107	2	1272
CNAG_03923	3	164	3	2775	0	246	6	3185
CNAG_03924	0	101	2	1068	0	66	2	1235
CNAG_03925	0	87	0	549	0	68	0	704
CNAG_03926	0	79	1	1197	0	61	1	1337
CNAG_03927	0	57	1	357	0	102	1	516
CNAG_03928	0	169	2	2085	0	80	2	2334
CNAG_03929	0	121	1	1620	0	71	1	1812
CNAG_03930	0	60	0	891	0	74	0	1025
CNAG_03931	1	49	5	1128	0	317	6	1494
CNAG_03932	0	84	2	2379	0	68	2	2531
CNAG_03933	1	169	0	219	0	61	1	449
CNAG_03934	1	223	5	2679	0	96	6	2998
CNAG_03935	2	101	5	2754	0	54	7	2909
CNAG_03936	0	159	1	636	0	77	1	872
CNAG_03937	2	101	0	360	0	144	2	605
CNAG_03938	3	1113	3	1245	0	242	6	2600
CNAG_03939	1	112	1	1827	0	80	2	2019
CNAG_03940	0	71	7	2400	0	94	7	2565
CNAG_03941	0	122	4	759	0	55	4	936
CNAG_03942	0	158	10	6201	0	80	10	6439
CNAG_03944	1	147	1	1212	1	400	3	1759
CNAG_03945	0	60	1	1569	0	71	1	1700
CNAG_03946	1	68	2	1302	2	371	5	1741
CNAG_03948	1	124	2	1017	0	161	3	1302
CNAG_03949	1	78	2	948	0	68	3	1094
CNAG_03950	1	138	1	4521	0	128	2	4787
CNAG_03951	1	132	1	234	0	142	2	508
CNAG_03952	0	141	2	441	0	201	2	783
CNAG_03953	0	68	2	1479	0	60	2	1607
CNAG_03954	0	186	0	741	0	68	0	995
CNAG_03955	0	63	2	1743	0	41	2	1847
CNAG_03956	0	51	2	1071	0	57	2	1179
CNAG_03957	0	59	4	915	0	226	4	1200
CNAG_03958	2	76	0	813	0	77	2	966
CNAG_03959	0	111	2	642	0	84	2	837
CNAG_03960	0	111	4	1764	0	134	4	2009
CNAG_03961	0	68	1	759	0	57	1	884
CNAG_03962	0	36	8	2901	1	128	9	3065
CNAG_03963	0	67	0	558	0	245	0	870
CNAG_03964	0	53	2	1086	0	72	2	1211
CNAG_03965	0	78	3	759	0	120	3	957
CNAG_03966	0	112	8	3525	1	222	9	3859
CNAG_03967	0	100	2	1347	0	111	2	1558
CNAG_03968	0	29	0	606	0	114	0	749
CNAG_03971	0	250	1	396	0	287	1	933
CNAG_03973	1	319	4	3000	0	128	5	3447
CNAG_03974	0	149	1	930	1	273	2	1352
CNAG_03975	0	63	4	2490	0	57	4	2610
CNAG_03976	0	58	0	1527	0	88	0	1673
CNAG_03977	0	73	0	2025	0	328	0	2426
CNAG_03978	1	103	5	1974	1	74	7	2151
CNAG_03979	0	72	1	819	0	37	1	928
CNAG_03980	0	11	1	624	1	414	2	1049
CNAG_03982	0	66	1	609	0	202	1	877
CNAG_03983	0	67	1	960	0	71	1	1098
CNAG_03984	0	58	0	519	0	103	0	680
CNAG_03985	0	81	1	459	0	52	1	592
CNAG_03986	0	77	0	954	0	63	0	1094
CNAG_03987	0	37	3	1893	0	28	3	1958
CNAG_03988	0	57	4	1536	0	60	4	1653
CNAG_03989	0	176	1	2412	0	112	1	2700
CNAG_03990	0	446	0	372	0	188	0	1006
CNAG_03991	0	50	2	1542	0	148	2	1740
CNAG_03992	0	201	3	1872	0	119	3	2192
CNAG_03993	3	87	0	792	0	144	3	1023
CNAG_03994	0	15	0	1113	0	106	0	1234
CNAG_03995	0	3	2	624	0	65	2	692
CNAG_03996	3	100	5	2016	0	211	8	2327
CNAG_03997	0	14	0	606	0	320	0	940
CNAG_03998	1	262	1	1650	0	275	2	2187
CNAG_03999	0	328	1	504	0	75	1	907
CNAG_04000	0	116	4	879	1	359	5	1354
CNAG_04001	0	111	0	771	0	48	0	930
CNAG_04002	2	84	0	789	0	128	2	1001
CNAG_04003	4	856	5	1512	1	329	10	2697
CNAG_04004	1	65	2	780	0	95	3	940
CNAG_04005	2	375	3	1935	0	266	5	2576
CNAG_04006	2	383	1	2991	0	274	3	3648
CNAG_04007	0	27	5	1788	0	156	5	1971
CNAG_04008	1	297	1	1356	0	99	2	1752
CNAG_04009	1	62	5	3045	0	130	6	3237
CNAG_04010	0	132	5	1308	1	188	6	1628
CNAG_04011	0	51	0	279	0	201	0	531
CNAG_04012	0	100	6	2361	0	45	6	2506
CNAG_04013	0	104	2	2466	0	122	2	2692
CNAG_04014	0	80	4	1239	0	71	4	1390
CNAG_04015	1	736	4	594	0	241	5	1571
CNAG_04016	3	753	5	897	0	157	8	1807
CNAG_04017	0	65	2	549	0	215	2	829
CNAG_04018	1	223	3	1926	2	267	6	2416
CNAG_04021	1	109	0	402	1	214	2	725
CNAG_04022	0	24	3	2829	3	631	6	3484
CNAG_04023	0	211	1	2268	0	257	1	2736
CNAG_04024	1	163	3	1380	4	1540	8	3083
CNAG_04025	0	182	2	1140	0	98	2	1420
CNAG_04026	0	49	4	2658	0	69	4	2776
CNAG_04027	0	92	1	861	0	285	1	1238
CNAG_04028	4	187	3	1092	0	175	7	1454
CNAG_04029	0	280	2	1770	0	83	2	2133
CNAG_04030	0	125	0	303	1	356	1	784
CNAG_04031	1	66	1	765	0	326	2	1157
CNAG_04032	2	123	6	2454	3	332	11	2909
CNAG_04033	0	58	6	2871	1	217	7	3146
CNAG_04034	0	1401	0	954	0	69	0	2424
CNAG_04035	0	83	3	1533	0	128	3	1744
CNAG_04036	0	119	4	2016	1	336	5	2471
CNAG_04037	0	107	0	324	0	93	0	524
CNAG_04038	1	308	2	1608	0	101	3	2017
CNAG_04039	0	147	2	585	0	164	2	896
CNAG_04040	2	291	2	2835	2	356	6	3482
CNAG_04041	0	75	6	3009	0	149	6	3233
CNAG_04042	1	35	1	1005	0	137	2	1177
CNAG_04043	2	131	0	414	0	163	2	708
CNAG_04044	0	125	2	1344	0	151	2	1620
CNAG_04045	0	104	0	678	0	46	0	828
CNAG_04046	0	60	4	585	0	80	4	725
CNAG_04047	1	87	2	2214	0	688	3	2989
CNAG_04048	0	31	3	1431	0	131	3	1593
CNAG_04049	0	177	2	2076	0	198	2	2451
CNAG_04050	3	167	0	375	0	274	3	816
CNAG_04051	0	73	3	4302	1	96	4	4471
CNAG_04052	1	59	2	2220	0	153	3	2432
CNAG_04053	0	78	1	699	0	42	1	819
CNAG_04054	0	134	1	480	0	181	1	795
CNAG_04055	0	84	2	1095	0	66	2	1245
CNAG_04056	1	69	2	1008	0	82	3	1159
CNAG_04062	0	201	10	2310	0	101	10	2612
CNAG_04063	0	122	0	657	0	110	0	889
CNAG_04064	0	109	0	447	0	127	0	683
CNAG_04065	1	97	1	603	0	48	2	748
CNAG_04066	0	81	0	462	0	74	0	617
CNAG_04067	1	112	1	726	0	86	2	924
CNAG_04068	0	112	0	471	1	168	1	751
CNAG_04069	0	42	1	1659	0	54	1	1755
CNAG_04070	0	75	3	3111	0	105	3	3291
CNAG_04071	0	50	0	900	0	134	0	1084
CNAG_04072	0	28	0	546	0	356	0	930
CNAG_04073	0	102	8	3951	0	488	8	4541
CNAG_04074	1	119	4	2490	2	530	7	3139
CNAG_04076	0	206	0	375	0	117	0	698
CNAG_04077	0	295	0	288	0	178	0	761
CNAG_04078	3	102	4	969	1	77	8	1148
CNAG_04079	0	81	2	1227	1	116	3	1424
CNAG_04080	0	124	0	531	0	313	0	968
CNAG_04081	0	64	4	528	0	158	4	750
CNAG_04082	1	42	4	2223	2	154	7	2419
CNAG_04083	0	104	11	3036	0	206	11	3346
CNAG_04085	0	1097	2	1308	1	96	3	2501
CNAG_04086	0	347	1	1530	0	47	1	1924
CNAG_04087	0	38	2	972	0	103	2	1113
CNAG_04088	2	95	1	378	2	323	5	796
CNAG_04089	0	111	2	609	0	265	2	985
CNAG_04090	1	335	1	1857	0	433	2	2625
CNAG_04091	1	78	0	594	0	291	1	963
CNAG_04092	2	504	2	1662	0	176	4	2342
CNAG_04093	0	118	3	2097	0	102	3	2317
CNAG_04094	0	130	0	540	0	49	0	719
CNAG_04095	1	368	4	2379	0	36	5	2783
CNAG_04096	0	173	3	1272	0	88	3	1533
CNAG_04097	1	154	1	780	0	91	2	1025
CNAG_04098	2	236	3	4611	0	93	5	4940
CNAG_04099	0	20	1	780	0	0	1	800
CNAG_04100	0	218	5	3264	0	0	5	3482
CNAG_04101	3	390	1	1017	0	132	4	1539
CNAG_04102	0	393	0	453	3	635	3	1481
CNAG_04103	0	146	3	1422	0	184	3	1752
CNAG_04104	0	125	2	1650	0	53	2	1828
CNAG_04105	1	66	0	234	0	326	1	626
CNAG_04106	0	83	1	1062	0	137	1	1282
CNAG_04107	1	104	3	864	0	146	4	1114
CNAG_04108	1	150	3	1341	0	373	4	1864
CNAG_04109	0	0	0	759	0	0	0	759
CNAG_04110	0	75	0	897	0	244	0	1216
CNAG_04111	4	65	4	1035	0	347	8	1447
CNAG_04112	0	152	1	924	1	122	2	1198
CNAG_04113	2	842	4	2973	0	589	6	4404
CNAG_04114	2	139	1	879	4	248	7	1266
CNAG_04115	0	180	4	2580	0	22	4	2782
CNAG_04116	0	0	0	501	2	566	2	1067
CNAG_04117	0	222	4	2151	0	137	4	2510
CNAG_04118	0	48	5	3357	0	277	5	3682
CNAG_04119	1	48	5	4533	1	326	7	4907
CNAG_04120	0	109	2	2847	0	112	2	3068
CNAG_04121	0	75	1	396	0	210	1	681
CNAG_04122	0	6	1	1269	0	80	1	1355
CNAG_04124	1	1050	0	1134	0	237	1	2421
CNAG_04126	0	407	1	1935	0	0	1	2342
CNAG_04127	0	88	0	987	0	130	0	1205
CNAG_04128	0	117	0	681	0	64	0	862
CNAG_04129	2	433	1	798	0	47	3	1278
CNAG_04130	0	388	3	1749	0	162	3	2299
CNAG_04131	1	87	2	3855	0	86	3	4028
CNAG_04132	0	58	0	1032	0	46	0	1136
CNAG_04133	1	93	3	1341	0	44	4	1478
CNAG_04136	2	185	2	1182	5	2651	9	4018
CNAG_04137	0	64	4	3528	0	97	4	3689
CNAG_04140	0	7	0	240	0	0	0	247
CNAG_04141	0	48	2	1776	0	193	2	2017
CNAG_04142	1	95	6	1593	0	91	7	1779
CNAG_04146	0	140	3	2682	0	117	3	2939
CNAG_04147	0	15	1	1512	0	59	1	1586
CNAG_04148	0	171	8	2196	0	150	8	2517
CNAG_04149	0	140	8	2427	0	89	8	2656
CNAG_04150	0	193	2	3111	0	25	2	3329
CNAG_04151	0	133	6	3687	0	118	6	3938
CNAG_04152	0	114	1	1269	0	139	1	1522
CNAG_04153	0	72	0	771	0	77	0	920
CNAG_04154	0	389	0	432	0	120	0	941
CNAG_04155	0	132	0	279	0	122	0	533
CNAG_04156	0	53	9	1074	0	71	9	1198
CNAG_04157	0	147	0	1002	0	142	0	1291
CNAG_04158	1	182	2	2646	0	68	3	2896
CNAG_04159	1	361	0	1572	0	219	1	2152
CNAG_04160	0	344	0	357	1	917	1	1618
CNAG_04161	0	106	4	1995	0	75	4	2176
CNAG_04162	1	694	5	1704	0	269	6	2667
CNAG_04163	1	80	3	3078	0	155	4	3313
CNAG_04164	0	27	4	2052	0	23	4	2102
CNAG_04165	0	15	0	978	0	99	0	1092
CNAG_04166	1	65	0	816	0	603	1	1484
CNAG_04167	0	129	3	1416	0	52	3	1597
CNAG_04168	1	146	2	585	1	211	4	942
CNAG_04169	0	93	2	510	0	90	2	693
CNAG_04170	0	90	0	1773	0	35	0	1898
CNAG_04171	0	100	1	756	0	404	1	1260
CNAG_04172	0	60	5	2478	0	116	5	2654
CNAG_04173	1	64	2	1383	0	48	3	1495
CNAG_04174	0	50	10	3606	0	84	10	3740
CNAG_04175	0	179	0	1347	0	119	0	1645
CNAG_04176	3	1947	1	2082	0	300	4	4329
CNAG_04177	0	99	1	882	0	178	1	1159
CNAG_04178	0	49	0	1911	0	72	0	2032
CNAG_04179	0	57	3	1893	0	66	3	2016
CNAG_04180	0	49	0	765	0	51	0	865
CNAG_04181	4	91	0	1140	0	26	4	1257
CNAG_04182	0	128	0	627	0	60	0	815
CNAG_04183	1	205	6	3192	0	142	7	3539
CNAG_04184	0	197	6	2967	0	205	6	3369
CNAG_04185	0	306	0	771	0	184	0	1261
CNAG_04186	2	184	1	609	1	177	4	970
CNAG_04187	0	111	4	1797	0	54	4	1962
CNAG_04188	0	176	1	726	1	173	2	1075
CNAG_04189	1	72	3	1914	0	239	4	2225
CNAG_04190	0	80	2	2796	0	126	2	3002
CNAG_04191	0	123	8	2802	0	90	8	3015
CNAG_04192	0	152	7	4068	0	304	7	4524
CNAG_04193	1	124	1	555	0	144	2	823
CNAG_04194	2	37	2	999	0	176	4	1212
CNAG_04195	1	220	2	912	1	111	4	1243
CNAG_04196	0	66	2	1173	0	86	2	1325
CNAG_04197	0	100	3	3666	0	275	3	4041
CNAG_04198	0	42	4	3228	0	106	4	3376
CNAG_04199	0	29	2	579	4	2007	6	2615
CNAG_04200	0	94	3	4083	0	219	3	4396
CNAG_04201	1	1002	3	2013	0	147	4	3162
CNAG_04202	1	122	3	1953	0	113	4	2188
CNAG_04203	0	74	2	840	0	148	2	1062
CNAG_04204	1	91	0	342	0	179	1	612
CNAG_04205	0	58	4	1548	0	617	4	2223
CNAG_04206	0	71	1	513	0	93	1	677
CNAG_04207	0	126	3	2022	0	111	3	2259
CNAG_04208	0	123	2	1386	0	138	2	1647
CNAG_04209	0	171	0	1068	0	150	0	1389
CNAG_04210	0	180	2	1698	0	241	2	2119
CNAG_04211	0	18	3	2010	0	565	3	2593
CNAG_04212	1	25	0	492	0	46	1	563
CNAG_04213	5	752	3	3789	0	454	8	4995
CNAG_04215	2	95	2	1746	0	128	4	1969
CNAG_04216	0	239	1	360	0	978	1	1577
CNAG_04217	0	142	3	1656	0	110	3	1908
CNAG_04218	2	289	3	876	0	17	5	1182
CNAG_04219	0	58	0	564	0	206	0	828
CNAG_04220	0	23	2	2250	0	60	2	2333
CNAG_04221	0	57	4	1971	0	111	4	2139
CNAG_04222	0	69	5	2406	0	72	5	2547
CNAG_04223	0	22	0	345	0	43	0	410
CNAG_04224	0	123	1	1854	1	483	2	2460
CNAG_04225	1	592	4	1527	0	89	5	2208
CNAG_04226	1	430	1	1689	0	63	2	2182
CNAG_04227	4	93	3	5469	0	110	7	5672
CNAG_04228	0	236	0	996	0	80	0	1312
CNAG_04229	0	118	4	900	1	2333	5	3351
CNAG_04230	1	55	1	1614	0	87	2	1756
CNAG_04231	0	55	3	2523	0	71	3	2649
CNAG_04232	0	54	2	438	0	43	2	535
CNAG_04233	0	471	3	1716	1	195	4	2382
CNAG_04234	0	60	3	714	0	144	3	918
CNAG_04235	3	63	0	453	0	58	3	574
CNAG_04236	1	79	1	747	0	91	2	917
CNAG_04237	0	143	0	288	0	69	0	500
CNAG_04238	0	62	0	870	0	172	0	1104
CNAG_04239	0	72	1	2046	0	94	1	2212
CNAG_04240	4	1780	0	318	1	753	5	2851
CNAG_04241	3	183	19	6861	0	214	22	7258
CNAG_04242	0	35	7	1545	0	682	7	2262
CNAG_04243	4	1584	4	3339	1	257	9	5180
CNAG_04244	0	98	2	2586	1	224	3	2908
CNAG_04245	3	373	6	2490	0	133	9	2996
CNAG_04246	6	641	2	333	0	397	8	1371
CNAG_04247	0	73	7	3165	0	68	7	3306
CNAG_04248	0	25	1	1008	0	122	1	1155
CNAG_04252	0	69	4	2586	1	232	5	2887
CNAG_04253	0	204	3	1722	0	205	3	2131
CNAG_04254	0	52	3	1539	0	203	3	1794
CNAG_04255	1	51	3	831	0	25	4	907
CNAG_04256	0	81	2	1791	0	69	2	1941
CNAG_04257	1	80	2	1128	0	76	3	1284
CNAG_04258	0	31	0	552	0	100	0	683
CNAG_04259	0	95	0	618	1	86	1	799
CNAG_04260	0	37	6	1632	0	40	6	1709
CNAG_04261	0	88	1	987	0	109	1	1184
CNAG_04262	0	88	1	1848	0	21	1	1957
CNAG_04263	0	61	3	2331	0	97	3	2489
CNAG_04264	0	61	4	1818	0	43	4	1922
CNAG_04265	0	61	0	1728	0	140	0	1929
CNAG_04266	0	25	1	1179	0	114	1	1318
CNAG_04267	1	90	3	957	0	115	4	1162
CNAG_04268	0	51	2	2160	0	56	2	2267
CNAG_04269	1	118	1	1209	0	133	2	1460
CNAG_04270	0	102	4	810	0	55	4	967
CNAG_04271	2	494	4	1626	0	290	6	2410
CNAG_04272	0	99	0	1089	0	286	0	1474
CNAG_04273	2	147	1	759	0	137	3	1043
CNAG_04274	1	322	1	1125	0	123	2	1570
CNAG_04275	1	109	0	1428	0	96	1	1633
CNAG_04276	4	132	5	1605	0	133	9	1870
CNAG_04277	0	150	3	3075	0	100	3	3325
CNAG_04278	0	35	0	2412	0	114	0	2561
CNAG_04279	0	64	9	2637	0	103	9	2804
CNAG_04280	1	80	2	1308	0	182	3	1570
CNAG_04281	1	310	0	891	0	233	1	1434
CNAG_04282	2	384	1	2424	0	98	3	2906
CNAG_04283	1	476	4	2301	0	409	5	3186
CNAG_04284	0	52	1	1323	1	500	2	1875
CNAG_04285	0	59	1	786	0	65	1	910
CNAG_04286	2	156	2	498	0	103	4	757
CNAG_04287	0	234	1	486	0	184	1	904
CNAG_04288	1	92	2	753	0	125	3	970
CNAG_04289	0	61	5	2727	0	155	5	2943
CNAG_04290	0	50	0	219	0	279	0	548
CNAG_04291	4	114	1	1041	0	204	5	1359
CNAG_04292	1	43	2	996	0	103	3	1142
CNAG_04293	0	62	3	3141	0	38	3	3241
CNAG_04294	6	295	1	549	0	149	7	993
CNAG_04295	0	113	2	993	0	330	2	1436
CNAG_04296	0	173	1	945	0	142	1	1260
CNAG_04297	1	1277	0	927	0	72	1	2276
CNAG_04298	0	59	2	2685	0	50	2	2794
CNAG_04299	2	126	0	321	0	171	2	618
CNAG_04300	0	85	0	621	0	191	0	897
CNAG_04301	0	41	0	2022	0	54	0	2117
CNAG_04302	0	104	4	2082	0	106	4	2292
CNAG_04303	0	116	1	2463	0	290	1	2869
CNAG_04304	0	58	0	1659	1	174	1	1891
CNAG_04305	0	35	0	1380	0	48	0	1463
CNAG_04306	1	189	2	471	0	88	3	748
CNAG_04307	1	182	0	936	0	175	1	1293
CNAG_04308	0	75	0	990	0	55	0	1120
CNAG_04309	0	38	2	882	0	105	2	1025
CNAG_04310	0	68	5	1632	0	151	5	1851
CNAG_04311	1	67	4	1548	0	213	5	1828
CNAG_04312	0	164	3	1305	1	150	4	1619
CNAG_04313	0	135	2	1182	0	66	2	1383
CNAG_04314	0	110	4	1638	0	52	4	1800
CNAG_04315	0	163	2	1683	0	140	2	1986
CNAG_04316	1	446	2	2778	0	140	3	3364
CNAG_04317	0	59	0	1317	0	81	0	1457
CNAG_04318	0	50	5	3330	0	66	5	3446
CNAG_04319	1	105	2	570	0	63	3	738
CNAG_04320	4	332	1	1356	0	328	5	2016
CNAG_04321	0	64	2	2265	0	71	2	2400
CNAG_04322	1	103	0	342	0	378	1	823
CNAG_04323	0	181	3	2766	1	195	4	3142
CNAG_04324	1	233	6	1719	0	103	7	2055
CNAG_04325	1	67	2	996	0	101	3	1164
